Brand,Model,Price,Currency,Year,Engine Size,Horsepower,Fuel Type,Distance,Color,Body Type,ProdYear,Transmission,Drive Type,New,Seats,Owners,Condition,Market,City
Lynk,& Co 08,58900,AZN,2025,1.5 L,381,Plug-in Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Reduktor,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Highlander,54700,USD,2024,2.5 L,249,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Variator,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Changan,Qiyuan Q05,29800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Nissan,Note,15200,AZN,2016,1.2 L,98,Benzin,42 000 km,Qəhvəyi,"Hetçbek, 5 qapı",2016,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
Kia,K7,33800,AZN,2016,2.2 L,202,Dizel,230 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Elantra,25500,AZN,2017,2.0 L,150,Benzin,8 500 km,Göy,Sedan,2017,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Zaqatala
BMW,328,31000,AZN,2016,2.0 L,248,Benzin,153 318 km,Ağ,Sedan,2016,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,E 220 d,19800,USD,2014,2.2 L,170,Dizel,268 000 km,Ağ,Sedan,2014,Avtomat,Arxa,Xeyr,4,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Land,Rover RR Sport,33900,USD,2014,3.0 L,340,Benzin,165 762 km,Ağ,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
DAF,105 XF,71000,AZN,2012,12 L,460,Dizel,999 158 km,Ağ,Dartqı,2012,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Chery,Tiggo 8 Pro,38800,AZN,2023,1.6 L,186,Benzin,5 900 km,Qara,"Offroader / SUV, 5 qapı",2023,Robot,Ön,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
